id	Phylum	Class
New.CleanUp.ReferenceOTU1031861	Actinobacteria	Rubrobacteria
New.CleanUp.ReferenceOTU1031899	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1032123	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1032267	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1032370	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1032451	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1032456	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1032458	Gemmatimonadetes	NA
New.CleanUp.ReferenceOTU1032603	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1032657	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1032763	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1032784	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1032804	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1032830	Chloroflexi	Anaerolineae
New.CleanUp.ReferenceOTU1032894	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1033040	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1033202	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1033210	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1033473	Acidobacteria	iii1-8
New.CleanUp.ReferenceOTU1033594	Planctomycetes	Phycisphaerae
New.CleanUp.ReferenceOTU1033682	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1033822	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1033845	Acidobacteria	[Chloracidobacteria]
New.CleanUp.ReferenceOTU1033909	Actinobacteria	MB-A2-108
New.CleanUp.ReferenceOTU1033927	Gemmatimonadetes	Gemm-3
New.CleanUp.ReferenceOTU1033980	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1034017	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1034091	NA	NA
New.CleanUp.ReferenceOTU1034118	Actinobacteria	MB-A2-108
New.CleanUp.ReferenceOTU1034310	NA	NA
New.CleanUp.ReferenceOTU1034313	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1034320	Acidobacteria	Sva0725
New.CleanUp.ReferenceOTU1034326	Chlamydiae	Chlamydiia
New.CleanUp.ReferenceOTU1034351	Acidobacteria	[Chloracidobacteria]
New.CleanUp.ReferenceOTU1034397	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1034560	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1034680	Bacteroidetes	Cytophagia
New.CleanUp.ReferenceOTU1034696	Planctomycetes	Phycisphaerae
New.CleanUp.ReferenceOTU1034726	Actinobacteria	NA
New.CleanUp.ReferenceOTU1034730	Gemmatimonadetes	NA
New.CleanUp.ReferenceOTU1034734	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1034738	Bacteroidetes	[Saprospirae]
New.CleanUp.ReferenceOTU1034987	NA	NA
New.CleanUp.ReferenceOTU1035011	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1035144	Acidobacteria	[Chloracidobacteria]
New.CleanUp.ReferenceOTU1035145	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1035252	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1035311	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1035317	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1035371	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1035467	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1035603	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1035702	Armatimonadetes	Armatimonadia
New.CleanUp.ReferenceOTU1035920	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1035976	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1035988	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1036112	Firmicutes	Bacilli
New.CleanUp.ReferenceOTU1036185	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1036394	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1036497	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1036713	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1036884	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1036927	Planctomycetes	OM190
New.CleanUp.ReferenceOTU1036995	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1037147	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1037385	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1037403	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1037635	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1037642	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1037675	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1037801	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1038003	Bacteroidetes	[Saprospirae]
New.CleanUp.ReferenceOTU1038074	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1038093	WS3	PRR-12
New.CleanUp.ReferenceOTU1038129	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1038355	Chloroflexi	Anaerolineae
New.CleanUp.ReferenceOTU1038447	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1038461	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1038554	Proteobacteria	TA18
New.CleanUp.ReferenceOTU1038597	Gemmatimonadetes	Gemm-5
New.CleanUp.ReferenceOTU1038608	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1038616	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1038640	Planctomycetes	Phycisphaerae
New.CleanUp.ReferenceOTU1038846	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1039208	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1039347	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1039380	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1039436	Firmicutes	Clostridia
New.CleanUp.ReferenceOTU1039533	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1039536	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1039575	Acidobacteria	[Chloracidobacteria]
New.CleanUp.ReferenceOTU1039584	Gemmatimonadetes	Gemm-3
New.CleanUp.ReferenceOTU1039608	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1039727	Acidobacteria	[Chloracidobacteria]
New.CleanUp.ReferenceOTU1039752	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1039789	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1039794	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1040038	Chloroflexi	Anaerolineae
New.CleanUp.ReferenceOTU1040077	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1040148	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1040160	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1040275	Proteobacteria	NA
New.CleanUp.ReferenceOTU1040280	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1040333	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1040389	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1040403	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1040411	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1040490	Verrucomicrobia	[Pedosphaerae]
New.CleanUp.ReferenceOTU1040509	Chloroflexi	Gitt-GS-136
New.CleanUp.ReferenceOTU1040727	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1040768	Chlorobi	OPB56
New.CleanUp.ReferenceOTU1040791	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1040855	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1040875	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1040915	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1040975	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1041112	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1041183	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1041194	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1041315	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1041329	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1041344	Armatimonadetes	[Fimbriimonadia]
New.CleanUp.ReferenceOTU1041532	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1041590	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1041729	Chloroflexi	TK10
New.CleanUp.ReferenceOTU1041876	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1041969	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1042039	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1042051	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1042140	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1042142	Acidobacteria	BPC102
New.CleanUp.ReferenceOTU1042149	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1042176	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1042199	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1042359	NA	NA
New.CleanUp.ReferenceOTU1042363	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1042400	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1042423	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1042431	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1042627	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1042641	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1042727	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1043027	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1043107	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1043168	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1043222	NA	NA
New.CleanUp.ReferenceOTU1043803	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1044017	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1044039	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1044204	Planctomycetes	Phycisphaerae
New.CleanUp.ReferenceOTU1044217	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1044306	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1044340	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1044447	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1044516	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1044566	Gemmatimonadetes	Gemm-5
New.CleanUp.ReferenceOTU1044657	NA	NA
New.CleanUp.ReferenceOTU1044667	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1044722	Gemmatimonadetes	Gemm-1
New.CleanUp.ReferenceOTU1044739	Chloroflexi	NA
New.CleanUp.ReferenceOTU1044768	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1045013	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1045024	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1045042	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1045043	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1045075	Bacteroidetes	[Saprospirae]
New.CleanUp.ReferenceOTU1045157	Firmicutes	Clostridia
New.CleanUp.ReferenceOTU1045246	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1045258	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1045376	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1045559	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1045662	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1045683	Actinobacteria	Rubrobacteria
New.CleanUp.ReferenceOTU1045705	NA	NA
New.CleanUp.ReferenceOTU1045730	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1045984	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1046015	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1046037	Armatimonadetes	0319-6E2
New.CleanUp.ReferenceOTU1046130	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1046169	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1046231	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1046533	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1046564	Bacteroidetes	Sphingobacteriia
New.CleanUp.ReferenceOTU1046612	Firmicutes	Clostridia
New.CleanUp.ReferenceOTU1046631	Actinobacteria	NA
New.CleanUp.ReferenceOTU1046762	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1046783	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1046844	NA	NA
New.CleanUp.ReferenceOTU1046888	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1047031	Acidobacteria	Acidobacteria-5
New.CleanUp.ReferenceOTU1047037	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1047235	Actinobacteria	NA
New.CleanUp.ReferenceOTU1047241	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1047257	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1047335	WS3	PRR-12
New.CleanUp.ReferenceOTU1047347	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1047418	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1047472	Firmicutes	Bacilli
New.CleanUp.ReferenceOTU1047671	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1047780	Bacteroidetes	[Saprospirae]
New.CleanUp.ReferenceOTU1047850	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1047956	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1047963	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1048143	Acidobacteria	[Chloracidobacteria]
New.CleanUp.ReferenceOTU1048267	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1048293	Proteobacteria	NA
New.CleanUp.ReferenceOTU1048320	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1048377	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1048385	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1048554	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1048622	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1048717	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1048877	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1049163	Actinobacteria	MB-A2-108
New.CleanUp.ReferenceOTU1049188	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1049202	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1049238	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1049299	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1049417	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1049435	Actinobacteria	MB-A2-108
New.CleanUp.ReferenceOTU1049452	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1049504	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1049556	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1049593	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1049662	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1049678	NA	NA
New.CleanUp.ReferenceOTU1049848	Acidobacteria	Sva0725
New.CleanUp.ReferenceOTU1049866	NA	NA
New.CleanUp.ReferenceOTU1049933	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1049949	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1049989	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1049995	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1050045	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1050090	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1050112	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1050172	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1050208	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1050302	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1050475	Actinobacteria	Rubrobacteria
New.CleanUp.ReferenceOTU1050507	Verrucomicrobia	[Pedosphaerae]
New.CleanUp.ReferenceOTU1050574	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1050595	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1050685	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1050738	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1050753	Bacteroidetes	[Rhodothermi]
New.CleanUp.ReferenceOTU1050878	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1050904	NA	NA
New.CleanUp.ReferenceOTU1050928	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1050939	Actinobacteria	MB-A2-108
New.CleanUp.ReferenceOTU1051150	WPS-2	NA
New.CleanUp.ReferenceOTU1051188	Armatimonadetes	Chthonomonadetes
New.CleanUp.ReferenceOTU1051200	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1051374	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1051383	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1051439	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1051547	Nitrospirae	Nitrospira
New.CleanUp.ReferenceOTU1051550	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1051552	Proteobacteria	NA
New.CleanUp.ReferenceOTU1051728	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1051851	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1051886	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1051950	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1051965	Acidobacteria	Acidobacteria-5
New.CleanUp.ReferenceOTU1051969	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1051984	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1052029	Chloroflexi	Ktedonobacteria
New.CleanUp.ReferenceOTU1052502	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1052658	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1052734	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1052782	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1052785	NA	NA
New.CleanUp.ReferenceOTU1052848	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1052875	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1052988	Planctomycetes	Phycisphaerae
New.CleanUp.ReferenceOTU1053027	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1053138	Gemmatimonadetes	Gemm-1
New.CleanUp.ReferenceOTU1053189	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1053192	Bacteroidetes	[Saprospirae]
New.CleanUp.ReferenceOTU1053212	Acidobacteria	Solibacteres
New.CleanUp.ReferenceOTU1053256	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1053538	Bacteroidetes	Flavobacteriia
New.CleanUp.ReferenceOTU1053581	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1053700	Verrucomicrobia	[Pedosphaerae]
New.CleanUp.ReferenceOTU1053875	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1054001	Actinobacteria	MB-A2-108
New.CleanUp.ReferenceOTU1054043	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1054095	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1054172	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1054301	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1054370	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1054427	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1054442	Acidobacteria	NA
New.CleanUp.ReferenceOTU1054501	WS3	PRR-12
New.CleanUp.ReferenceOTU1054758	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1054762	Chloroflexi	Ktedonobacteria
New.CleanUp.ReferenceOTU1054764	Chloroflexi	Chloroflexi
New.CleanUp.ReferenceOTU1054793	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1054831	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1054837	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1054967	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1055121	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1055140	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1055148	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1055151	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1055214	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1055346	Actinobacteria	NA
New.CleanUp.ReferenceOTU1055378	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1055424	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1055465	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1055635	NA	NA
New.CleanUp.ReferenceOTU1055676	Chloroflexi	Ellin6529
New.CleanUp.ReferenceOTU1055747	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1055815	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1056038	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1056055	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1056147	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1056165	Chloroflexi	Thermomicrobia
New.CleanUp.ReferenceOTU1056303	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1056326	Chloroflexi	S085
New.CleanUp.ReferenceOTU1056430	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1056564	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1056822	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1056872	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1056883	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1057082	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1057150	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1057159	Actinobacteria	NA
New.CleanUp.ReferenceOTU1057309	Chloroflexi	Anaerolineae
New.CleanUp.ReferenceOTU1057431	Gemmatimonadetes	Gemm-1
New.CleanUp.ReferenceOTU1057451	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1057512	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1057846	Acidobacteria	RB25
New.CleanUp.ReferenceOTU1057928	Gemmatimonadetes	NA
New.CleanUp.ReferenceOTU1057975	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1058031	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1058216	Planctomycetes	Planctomycetia
New.CleanUp.ReferenceOTU1058366	Acidobacteria	Acidobacteriia
New.CleanUp.ReferenceOTU1058469	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1058473	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1058539	Gemmatimonadetes	Gemm-1
New.CleanUp.ReferenceOTU1058602	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1058620	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1058727	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1058762	Chloroflexi	Anaerolineae
New.CleanUp.ReferenceOTU1058801	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1058827	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1058944	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1058951	Acidobacteria	iii1-8
New.CleanUp.ReferenceOTU1059167	Gemmatimonadetes	Gemmatimonadetes
New.CleanUp.ReferenceOTU1059298	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1059348	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1059421	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1059423	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1059468	Acidobacteria	iii1-8
New.CleanUp.ReferenceOTU1059627	Gemmatimonadetes	Gemm-1
New.CleanUp.ReferenceOTU1059714	Actinobacteria	Acidimicrobiia
New.CleanUp.ReferenceOTU1059775	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1059823	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1059833	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1059888	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1059946	Proteobacteria	Gammaproteobacteria
New.CleanUp.ReferenceOTU1059955	Chloroflexi	Anaerolineae
New.CleanUp.ReferenceOTU1060034	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1060055	Acidobacteria	Sva0725
New.CleanUp.ReferenceOTU1060071	Actinobacteria	Thermoleophilia
New.CleanUp.ReferenceOTU1060205	Proteobacteria	Alphaproteobacteria
New.CleanUp.ReferenceOTU1060210	Gemmatimonadetes	NA
New.CleanUp.ReferenceOTU1060258	Planctomycetes	OM190
New.CleanUp.ReferenceOTU1060306	Planctomycetes	Phycisphaerae
New.CleanUp.ReferenceOTU1060446	Actinobacteria	Actinobacteria
New.CleanUp.ReferenceOTU1060588	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1060713	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1060735	NA	NA
New.CleanUp.ReferenceOTU1060840	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1060903	Verrucomicrobia	Opitutae
New.CleanUp.ReferenceOTU1060962	Proteobacteria	Betaproteobacteria
New.CleanUp.ReferenceOTU1061021	Chloroflexi	Ktedonobacteria
New.CleanUp.ReferenceOTU1061094	Proteobacteria	Deltaproteobacteria
New.CleanUp.ReferenceOTU1061350	Acidobacteria	Acidobacteria-6
New.CleanUp.ReferenceOTU1061363	Chloroflexi	Chloroflexi
